"X","medianGPL1261","medianGPL6246","medianGPL6887","medianGPL6885","medianGPL16570"
"1110028A07Rik",NA,NA,0.0166009765338289,0.0691391452225046,NA
"1110028C15Rik",NA,NA,0.0129314073691081,NA,NA
"1110028E10Rik",NA,NA,NA,0.0465638675208126,NA
"1110028F11Rik",0.0505492214470955,NA,0.0135327342012009,NA,0.0562738054804159
"1110028F18Rik",0.0489902016588859,NA,NA,NA,0.0392857142857143
"1110028N05Rik",NA,NA,NA,0.067830910619743,NA
"1110029E03Rik",NA,NA,NA,0.0367179707442832,NA
"1110029I05Rik",NA,NA,0.0216483980106602,NA,NA
"1110029L17Rik",NA,NA,0.0202808965176697,NA,NA
"1110030H02Rik",NA,NA,NA,0.0609622669462372,NA
"1110030H18Rik",NA,NA,NA,0.0523168359415505,NA
"1110030J09Rik",NA,NA,NA,0.103556115719862,NA
"1110030K22Rik",NA,NA,NA,0.066429761309386,NA
"1110030L07Rik",NA,NA,NA,0.0495291142460606,NA
"1110031B06Rik",NA,NA,0.0193380252218053,0.0902412390514151,NA
"1110031B11Rik",NA,NA,0.013032969831085,0.0474293158481537,NA
"1110031I01Rik",NA,NA,0.0347693807570909,NA,NA
"1110031I02Rik",NA,NA,0.0213516835903765,0.0585414814473353,0.0286825934990856
"1110032A03Rik",0.116170817062601,0.0165747088369382,0.0136550328284566,0.0501181539679018,0.0320231101822419
"1110032A04Rik",NA,NA,0.0121474403883514,NA,0.0303391626921039
"1110032A13Rik",NA,NA,0.0107592490352644,0.0898733843634925,NA
"1110032D12Rik",NA,NA,NA,0.108334496193717,NA
"1110032D16Rik",NA,NA,0.0137582024156728,NA,NA
"1110032E23Rik",NA,NA,0.0174320434937656,0.174842623656636,NA
"1110032F04Rik",0.0699233753334408,0.0277860026089298,0.0127808709196362,NA,0.0238915703833716
"1110032N12Rik",NA,NA,NA,0.0931290122164621,NA
"1110033C18Rik",NA,NA,0.0145215413997356,NA,NA
"1110033F04Rik",NA,NA,0.0159235147262265,0.0458037415243124,NA
"1110033I14Rik",NA,NA,NA,0.0853944345660659,NA
"1110033J19Rik",NA,NA,NA,0.1583266263321,NA
"1110033K02Rik",NA,NA,0.0135264255826817,NA,NA
"1110033L15Rik",NA,NA,0.0136445175770505,NA,NA
"1110033M05Rik",NA,NA,0.00903673460113277,NA,NA
"1110033O09Rik",NA,NA,0.0106802908947787,0.0490031483283545,NA
"1110034A24Rik",NA,NA,0.021795471814824,0.0550298432423863,0.0137385512073272
"1110034B05Rik",NA,NA,0.0143103202042861,0.0395546845954784,0.0208388824913634
"1110034G24Rik",0.0524038552356614,0.0180288536265388,0.0240154005190519,NA,0.0180157959072171
"1110034O24Rik",NA,NA,0.020409004649682,NA,NA
"1110035E04Rik",0.0659249724163296,NA,NA,NA,NA
"1110035H17Rik",0.0486081176966887,0.0293081270200096,0.0152167939877283,NA,NA
"1110035L05Rik",NA,NA,NA,0.0803800256034161,NA
"1110035M17Rik",NA,NA,NA,NA,0.0319878623575598
"1110036D12Rik",NA,NA,0.0333630877654302,NA,NA
"1110036E04Rik",NA,NA,NA,NA,0.0328922946170103
"1110036O03Rik",NA,NA,0.0327608069621843,0.1054084331915,NA
"1110037F02Rik",0.0536854136503205,0.0173965506731601,0.0121889365639655,NA,0.00925029495861208
"1110037J23Rik",NA,NA,0.0252585618897514,NA,NA
"1110037N09Rik",NA,NA,NA,0.0618351048421526,NA
"1110037P11Rik",NA,NA,NA,0.0290178949495442,NA
"1110037P13Rik",NA,NA,0.0141252703045007,NA,NA
"1110038B12Rik",0.1176346332502,0.0264202353833062,0.0250060962442631,NA,0.035015475720246
"1110038D17Rik",NA,NA,0.0178440754899613,0.0717378331859432,0.0483601412996225
"1110038F14Rik",0.0764778811843872,0.0144412213283932,0.00935301708040331,0.0746658625669747,0.0131140716069941
"1110038G02Rik",NA,NA,0.024909617318435,NA,NA
"1110039B18Rik",NA,NA,0.0176409840795844,0.0791844841153621,NA
"1110046J04Rik",0.129306217655652,NA,NA,NA,0.0538542812164191
"1110046J11Rik",NA,NA,0.0282376861216938,NA,NA
"1110048D14Rik",NA,NA,0.0219070476516503,0.0567071984742571,NA
"1110049B09Rik",NA,NA,0.0215372754240965,0.0630841657505574,NA
"1110049F12Rik",NA,NA,0.0126994609530793,0.0796025391304414,0.026538630897944
"1110049G11Rik",NA,NA,NA,0.124925995259428,NA
"1110049L02Rik",NA,NA,0.0172379865732961,NA,NA
"1110049N09Rik",NA,NA,0.0156550963762068,NA,NA
"1110050B14Rik",NA,NA,0.0176403904627351,NA,NA
"1110050K14Rik",NA,NA,NA,NA,0.0440829751284296
"1110050P16Rik",0.122530156001918,NA,NA,NA,NA
"1110051B16Rik",NA,NA,NA,0.0268621715137241,NA
"1110051M20Rik",0.0695514399580088,0.0210497915463842,0.00906633561232854,0.0521198218969582,0.0304277381723914
"1110051N18Rik",NA,NA,0.0135444683833819,NA,NA
"1110054B14Rik",NA,NA,0.0143773140443492,NA,NA
"1110054H05Rik",NA,NA,0.0200380143343313,NA,NA
"1110054M08Rik",0.0564263254237683,NA,NA,NA,NA
