"","GSE33684","GSE113808","GSE104128","GSE97910","GSE70857","GSE62324","GSE57659","GSE39313"
"1110012D08Rik",0.0731360691234948,0.140044814340589,0.0900230435677885,0.124835490734076,0.0183090287827781,0.207276114162873,0.0283071266175804,0.0114518633540372
"1110012E06Rik",0.107987913664802,0.290685913938948,0.120675722649509,0.32458203186534,0.0284521987255211,0.161931936067807,0.0669110984115818,0.00278662420382153
"1110012J17Rik",0.0945269127943587,0.1431884765625,0.224168339544984,0.0471644125285452,0.00594514616281146,0.128439601540741,0.0713643372486412,0.00440000000000012
"1110012L19Rik",0.0443874552752542,0.158136412459721,0.0789861453869237,0.0888140544832458,0.0192768957886065,0.100580287076474,0.0354181303691638,0.00795782027770503
"1110012M11Rik",0.201707435827734,0.133328715888627,0.20096434094061,0.221134206570688,0.0526611625078324,0.178135244660428,0.0356608902347285,0.0203001968503936
"1110013L07Rik",0.0895758766266328,0.205683003128259,0.0553688916224876,0.04288078346534,0.0137566916802802,0.290688435689793,0.0708790897316203,0.00400213447171831
"1110014D18Rik",0.0671972583254591,0.0912560721721029,0.109915838983056,0.0596875581057306,0.00755850741559982,0.150880960669277,0.0382047593786015,0.00318640467339345
"1110014J01Rik",0.0831222018044252,0.154772727272727,0.0500687303240239,0.0244840192194578,0.00409765772572733,0.143743802870976,0.0718499233362946,0.00080558539205154
"1110014K05Rik",0.0555017929504917,0.098443843031123,0.0547237273308239,0.0227825517244932,0.00612722764142628,0.26060769935691,0.0489447313516097,0.00080299785867236
"1110014L17Rik",0.08355456852174,0.232844349891154,0.337177874329938,0.177109966909915,0.0193543683160811,0.0658915232045857,0.0341188834428148,0.00959054507879096
"1110014P06Rik",0.0285369165059213,0.144050802139037,0.0361569724867012,0.013630758794807,0.00535343436205552,0.128148748907814,0.0529118350056461,0.000502680965147567
"1110015K06Rik",0.110944945525834,0.192364290385873,0.125267871915262,0.0882753850478427,0.0195172450377286,0.120327328624262,0.024279271258744,0.0184396299902629
"1110017D15Rik",0.141300734678496,0.174367704280156,1.14551024146391,0.0327745556089126,0.0110102231127808,0.138690760243097,0.0551862493632421,0.00441176470588233
"1110017I16Rik",0.0754890523255334,0.250317258883249,0.0613913858243677,0.0205501082625147,0.00529554480451523,0.153390565300332,NA,0.00080558539205154
"1110017O22Rik",0.12099512678706,0.476160602258469,0.699146618428062,0.0474344385986361,0.0191255243697701,0.199507934782158,0.0558416628193991,0.0162698412698413
