"","GSE32512","GSE27666"
"ACSBG1",0.109957132957669,0.389293756532298
"ACSBG2",0.0549674893851528,0.35714108504166
"ACSF3",0.0440793051659845,0.326185395648211
"ACSL1",0.0447611844933027,0.410654400456777
"ACSL3",0.0507983173012972,0.2537869259363
"ACSL4",0.0483995425716608,0.255230476645642
"ACSL5",0.0545654530524924,0.290315964200779
"ACSL6",0.0300417102279547,0.237830114055377
"ACSM1",0.0299040297092812,0.458003024908907
"ACSM2A",0.0687794161272153,0.355970619413819
"ACSM2B",0.0304188749884499,0.203860152162944
"ACSM3",0.0382212756886342,0.298522535045242
"ACSM4",0.036282973084404,0.376698231329614
"ACSM5",0.061088055246578,0.377771649120629
"ACSS1",0.10239373466557,0.373168449122752
"ACSS2",0.108149863797769,0.392273833546165
"ACSS3",0.100313809176393,0.423436692486189
"ACTA1",0.053282999087836,0.34874170958903
"ACTA2",0.0515518146839126,0.446046046308507
"ACTB",0.0219878646573642,0.23319391038478
"ACTC1",0.03143038773497,0.284182116372334
"ACTG1",0.0218179412790912,0.175621087567285
"ACTG2",0.225410139872657,0.85470868362822
"ACTL6A",0.0248124297086079,0.166854267659373
"ACTL6B",0.0868335644233685,0.465037320298444
"ACTL7A",0.0351906581569836,0.322765448165292
"ACTL7B",0.0676113990773356,0.322838150504921
"ACTL8",0.0849270241465854,0.342046811723995
"ACTN1",0.0351795813677101,0.302636187677479
"ACTN2",0.102730109778094,0.32208179733028
"ACTN3",0.0563789807933497,0.316012325416637
"ACTN4",0.032028932360981,0.221942347109284
"ACTR10",0.0255788899477009,0.18933138708757
"ACTR1A",0.0278679397332619,0.189035586668321
"ACTR1B",0.0250176542598144,0.158309226961974
"ACTR2",0.0257234282583309,0.223019590311191
"ACTR3",0.0936065478299946,0.564408272830862
"ACTR3B",0.035919192306437,0.185585168573873
"ACTR5",0.0454882114518721,0.202000269370971
"ACTR6",0.0376091129733307,0.222978293014217
